1.60E+12,4.13E+13,-8.281104,0.19561401,5.7781506,-0.024434589,-0.1612683,0.06963858,0
1.60E+12,4.13E+13,-8.324762,0.045906525,5.8164268,0.22968513,-0.08674279,0.051312637,0
1.60E+12,4.13E+13,-8.21075,0.032244757,5.951419,0.3481929,-0.031764966,0.014660753,0
1.60E+12,4.13E+13,-8.279285,-0.15858418,5.7527213,0.029321507,-0.20525055,-0.029321507,0
1.60E+12,4.13E+13,-8.236657,-0.065861434,5.6992006,0.096516624,-0.058643013,0.008552106,0
1.60E+12,4.13E+13,-8.123211,0.07949365,5.491739,0.030543236,-0.08552106,-0.04642572,0
1.60E+12,4.13E+13,-8.085251,0.13131726,5.4548864,-0.057421282,-0.05009091,0.009773836,0
1.60E+12,4.13E+13,-7.9639564,0.25504944,5.4250674,0.039095342,-0.028099777,-0.02321286,0
1.60E+12,4.13E+13,-7.9101977,0.24795997,5.3910146,-0.006108647,-0.007330377,0.019547671,0
1.60E+12,4.13E+13,-7.893569,0.20384781,5.40761,0.114842564,0.034208424,-0.032986693,0
1.60E+12,4.13E+13,-7.9045115,0.21240377,5.450185,0.1453858,0.006108647,-0.06963858,0
1.60E+12,4.13E+13,-7.9116325,0.19950882,5.446554,0.16371174,0.032986693,-0.04398226,0
1.60E+12,4.13E+13,-7.879101,0.20644034,5.4451547,0.08552106,-0.015882483,-0.035430156,0
1.60E+12,4.13E+13,-7.893102,0.22822061,5.516718,-0.026878048,-0.025656318,-0.029321507,0
1.60E+12,4.13E+13,-7.8934827,0.27278382,5.5712895,-0.013439024,-0.039095342,-0.03787361,0
1.60E+12,4.13E+13,-7.8920646,0.24028596,5.6423345,-0.024434589,-0.072082035,-0.052534364,0
1.60E+12,4.13E+13,-7.9441314,0.25465137,5.752947,-0.22357649,-0.10629046,-0.056199554,0
1.60E+12,4.13E+13,-7.835436,0.19452997,5.815142,-0.2492328,-0.1282816,-0.017104212,0
1.60E+12,4.13E+13,-7.9034557,-0.045987427,5.7865357,0.1661552,0.053756095,0.006108647,0
1.60E+12,4.13E+13,-7.2293406,-1.5218569,4.9713473,-0.10995565,-0.11850776,-0.026878048,0
1.60E+12,4.13E+13,-8.507789,-0.68392235,6.4030185,0.03787361,0.013439024,0.008552106,0
1.60E+12,4.13E+13,-6.875014,3.4913857,6.29289,-0.08063415,-0.10262527,-0.03787361,0
1.60E+12,4.13E+13,-7.847018,-4.059602,5.2825804,-0.012217294,-0.04520399,0.010995565,0
1.60E+12,4.13E+13,-7.775195,4.2096157,7.6623144,0.017104212,-0.10995565,-0.035430156,0
1.60E+12,4.13E+13,-7.1287885,1.432461,7.3271403,-0.03787361,-0.08918625,0.034208424,0
1.60E+12,4.13E+13,-7.4448094,0.11570662,6.197126,-0.10262527,-0.103847004,0.036651883,0
1.60E+12,4.13E+13,-7.3729863,0.5227034,6.604123,-0.09040798,-0.1539379,0.002443459,0
