1.60E+12,1.88E+12,7.980536,-1.3187151,5.7043867,0.011766753,-0.03989691,0.011079377,0
1.60E+12,1.88E+12,7.9877815,-1.3402711,5.5722895,-0.057871826,-0.046005554,-0.007246565,0
1.60E+12,1.88E+12,7.338152,-6.4039745,4.7720156,-0.1360625,-0.021570966,0.018409753,0
1.60E+12,1.88E+12,7.754725,-6.260329,3.5653899,0.061857663,0.06883702,0.029405318,0
1.60E+12,1.88E+12,8.243121,-3.406563,3.574966,-0.31565675,-0.109535486,0.014744565,0
1.60E+12,1.88E+12,7.654173,-6.3177867,3.5127196,-0.11407138,-0.03623172,-0.035346344,0
1.60E+12,1.88E+12,8.180874,-4.440814,3.3116152,0.19502617,0.1018237,-0.012133483,0
1.60E+12,1.88E+12,8.463378,-1.5487425,3.6036954,0.27688202,0.08838469,8.38E-05,0
1.60E+12,1.88E+12,8.085111,-2.8511324,6.993739,0.21213038,0.07738912,0.011079377,0
1.60E+12,1.88E+12,7.7499366,-1.9653157,6.098346,-0.005337459,0.037072048,0.020853212,0
1.60E+12,1.88E+12,7.735572,-0.8257247,5.1024013,-0.21791838,-0.06799668,0.019631483,0
1.60E+12,1.88E+12,7.974982,-0.94542956,5.6434674,-0.24723989,-0.152296,-0.029237693,0
1.60E+12,1.88E+12,8.013288,-0.91670036,5.681773,0.19013925,0.016302647,-0.023129048,0
1.60E+12,1.88E+12,8.018076,-1.9701036,6.0169473,0.119278945,0.044402424,-0.06344612,0
1.60E+12,1.88E+12,7.9127355,0.002633497,3.8670464,-0.08474987,0.043180693,-0.10131973,0
1.60E+12,1.88E+12,7.68769,-5.010609,6.7495413,-0.16660574,0.0517328,-0.079328604,0
1.60E+12,1.88E+12,7.821759,-4.977092,3.3547091,-0.2509051,0.05539799,-0.047563635,0
1.60E+12,1.88E+12,8.334097,-0.9023359,3.929293,-0.22647049,0.011415729,-0.034124613,0
1.60E+12,1.88E+12,8.607024,3.1389027,5.269988,-0.27167448,-0.091209546,-0.06711131,0
1.60E+12,1.88E+12,8.784186,4.3838344,6.553225,-0.36574766,-0.2097173,-0.104984924,0
1.60E+12,1.88E+12,8.209603,3.7757332,7.884344,-0.10429754,-0.256143,-0.21860576,0
1.60E+12,1.88E+12,7.5488324,0.63467556,7.8508267,0.19013925,-0.17184368,-0.32367447,0
