1.60E+12,4.87E+12,3.285541,-2.9391632,-5.107808,0.052534364,-0.0623082,-0.008552106,0
1.60E+12,4.87E+12,3.3429997,-8.718517,-8.991035,0.2492328,0.04276053,0.025656318,0
1.60E+12,4.87E+12,2.4954886,-7.660326,-5.8308263,0.43127048,0.056199554,0.004886918,0
1.60E+12,4.87E+12,3.44834,-3.853709,-6.4724445,0.047647446,-0.08552106,0.010995565,0
1.60E+12,4.87E+12,2.7923567,-11.021641,-8.301536,0.266337,0.06352993,0.03787361,0
1.60E+12,4.87E+12,2.6104054,-6.357937,-5.442982,0.017104212,0.047647446,0.039095342,0
1.60E+12,4.87E+12,2.9838848,-7.9571943,-7.6120358,-0.039095342,-0.040317073,-0.003665188,0
1.60E+12,4.87E+12,3.0940135,-6.3052664,-6.7836776,0.07696895,0.009773836,0.003665188,0
1.60E+12,4.87E+12,3.0317667,-6.875061,-6.893806,-0.034208424,0.030543236,0.015882483,0
1.60E+12,4.87E+12,3.065284,-6.8367558,-7.0278754,-0.09040798,0.002443459,0.010995565,0
1.60E+12,4.87E+12,2.9503675,-6.7314157,-7.0278754,-0.031764966,0.07086031,0.009773836,0
1.60E+12,4.87E+12,2.9072735,-8.201392,-7.5162716,-0.018325942,0.0830776,0.012217294,0
1.60E+12,4.87E+12,3.3525758,-4.332529,-6.7693124,0.051312637,0.10629046,0.036651883,0
1.60E+12,4.87E+12,3.4148226,-7.0809536,-8.387723,-0.017104212,0.061086472,0.001221729,0
1.60E+12,4.87E+12,2.6151936,-9.50857,-6.8171945,-0.21258092,-0.02199113,0.008552106,0
1.60E+12,4.87E+12,3.6638088,-3.3557365,-6.4245625,-0.22235475,0.012217294,0.06719512,0
1.60E+12,4.87E+12,3.2951176,-2.9391632,-5.4046764,-0.065973386,0.013439024,0.012217294,0
1.60E+12,4.87E+12,2.8354506,-11.021641,-8.617557,-0.29565853,-0.08796452,0.03787361,0
1.60E+12,4.87E+12,3.108378,-5.888693,-6.5490556,-0.04520399,-0.04398226,-0.012217294,0
1.60E+12,4.87E+12,2.9743083,-7.191083,-6.606514,-0.27244568,-0.1576031,-0.0415388,0
1.60E+12,4.87E+12,3.0365548,-6.7409916,-6.635243,0.014660753,-0.1331685,-0.10140354,0
1.60E+12,4.87E+12,2.96952,-7.0570126,-7.018299,-0.21135919,-0.30176717,-0.13561197,0
1.60E+12,4.87E+12,2.9168499,-6.7649326,-6.98957,-0.061086472,-0.3310887,-0.18203768,0
1.60E+12,4.87E+12,3.0509195,-5.6828003,-6.5203266,0.065973386,-0.32131484,-0.18936807,0
1.60E+12,4.87E+12,2.9743083,-9.020174,-8.004667,0.0830776,-0.3237583,-0.17592904,0
1.60E+12,4.87E+12,2.6918046,-10.3848095,-7.5210595,0.09529489,-0.31398445,-0.16493347,0
1.60E+12,4.87E+12,3.1035895,-3.5664172,-4.7965755,0.13072506,-0.2736674,-0.15271617,0
1.60E+12,4.87E+12,3.232871,-8.996233,-8.564887,0.103847004,-0.21624611,-0.149051,0
1.60E+12,4.87E+12,2.6104054,-6.0275507,-4.9210687,0.08918625,-0.15515964,-0.14172062,0
